Loan ID,Issue Date,Borrower ID,State,Loan Amount,Interest Rate,Term (Months),Loan Status,Loan Grade,Loan Intent,Annual Income,Home Ownership,DTI,LTV,Total Payments Received,Recovery Amount
L0649,2023-04-11,B0649,FL,2367,14.5,60,Fully Paid,F,credit card,98665,OWN,0.39,0.85,2710.22,0.0
L0650,2021-02-17,B0650,OH,27200,13.9,36,Fully Paid,A,debt consolidation,133751,RENT,0.38,0.6,30980.8,0.0
L0651,2021-12-03,B0651,IL,4726,24.9,36,Current,B,credit card,134433,OWN,0.34,0.58,1515.61,0.0
L0652,2023-11-16,B0652,MI,24616,15.9,36,Fully Paid,C,small business,101386,MORTGAGE,0.48,0.89,28529.94,0.0
L0653,2023-03-15,B0653,OH,28723,6.8,36,Fully Paid,C,credit card,116124,OWN,0.24,0.7,30676.16,0.0
L0654,2021-01-08,B0654,GA,38574,17.1,60,Fully Paid,C,credit card,135750,OWN,0.2,0.56,45170.15,0.0
L0655,2022-09-17,B0655,GA,35958,8.0,36,Fully Paid,E,small business,107485,MORTGAGE,0.36,0.89,38834.64,0.0
L0656,2022-12-20,B0656,CA,10108,5.6,60,Charged Off,A,debt consolidation,104055,RENT,0.18,0.87,2849.4,2210.77
L0657,2021-10-30,B0657,GA,13178,24.4,60,Fully Paid,E,small business,121911,RENT,0.23,0.94,16393.43,0.0
L0658,2022-10-01,B0658,PA,36643,20.5,36,Fully Paid,C,other,128618,OWN,0.19,0.91,44154.82,0.0
L0659,2021-02-25,B0659,FL,32324,24.6,36,Fully Paid,A,small business,107273,MORTGAGE,0.13,0.88,40275.7,0.0
L0660,2022-12-27,B0660,GA,39360,14.6,36,Fully Paid,F,home improvement,96670,RENT,0.43,0.52,45106.56,0.0
L0661,2022-06-10,B0661,NY,18824,15.6,36,Fully Paid,D,other,106474,RENT,0.2,0.55,21760.54,0.0
L0662,2022-04-19,B0662,FL,9927,8.4,60,Current,A,credit card,84028,RENT,0.29,0.76,2126.97,0.0
L0663,2021-01-28,B0663,PA,29144,9.9,60,Fully Paid,A,other,120022,OWN,0.12,0.74,32029.26,0.0
L0664,2021-03-19,B0664,OH,32010,21.8,60,Current,A,debt consolidation,143892,MORTGAGE,0.38,0.71,14628.99,0.0
L0665,2021-12-31,B0665,FL,23443,12.1,36,In Grace Period,C,debt consolidation,121632,OWN,0.23,0.68,0.0,0.0
L0666,2022-10-28,B0666,FL,15437,21.5,60,Current,A,small business,136651,RENT,0.4,0.69,4267.6,0.0
L0667,2022-06-10,B0667,OH,12207,19.2,36,Fully Paid,A,other,101128,MORTGAGE,0.26,0.76,14550.74,0.0
L0668,2022-11-30,B0668,PA,26537,8.5,36,Fully Paid,A,credit card,48108,OWN,0.18,0.5,28792.64,0.0
L0669,2023-06-02,B0669,GA,36757,15.1,36,Charged Off,D,debt consolidation,82495,RENT,0.31,0.62,8800.92,6346.33
L0670,2023-10-28,B0670,CA,13040,18.5,36,Fully Paid,E,credit card,112806,RENT,0.15,0.73,15452.4,0.0
L0671,2023-10-24,B0671,MI,23612,9.7,36,Current,E,home improvement,123185,OWN,0.28,0.82,11779.58,0.0
L0672,2023-07-08,B0672,OH,29441,21.6,60,Charged Off,A,debt consolidation,106533,RENT,0.23,0.58,7302.84,11730.22
L0673,2023-01-20,B0673,OH,7471,15.9,60,Charged Off,F,small business,129025,RENT,0.46,0.75,1146.94,2846.42
L0674,2021-12-29,B0674,OH,36631,8.3,36,Charged Off,D,home improvement,86830,MORTGAGE,0.12,0.82,9301.37,10217.73
L0675,2023-03-17,B0675,OH,27523,16.7,60,Current,F,other,104640,RENT,0.38,0.7,11458.03,0.0
L0676,2023-01-09,B0676,MI,32348,25.0,36,Fully Paid,B,credit card,82509,OWN,0.17,0.51,40435.0,0.0
L0677,2023-11-05,B0677,MI,2177,8.0,36,Late (31-120 days),B,debt consolidation,96406,MORTGAGE,0.23,0.7,0.0,0.0
L0678,2022-04-30,B0678,GA,5760,21.3,36,Fully Paid,E,home improvement,124220,OWN,0.27,0.63,6986.88,0.0
L0679,2021-01-28,B0679,NC,33779,9.1,60,Fully Paid,A,home improvement,69519,RENT,0.46,0.92,36852.89,0.0
L0680,2022-12-15,B0680,NC,22636,20.6,36,Current,C,debt consolidation,79649,MORTGAGE,0.2,0.56,9045.05,0.0
L0681,2023-11-29,B0681,TX,17353,19.7,36,Current,E,other,64524,MORTGAGE,0.14,0.79,7025.57,0.0
L0682,2021-03-27,B0682,OH,12556,11.0,60,Charged Off,E,other,126493,MORTGAGE,0.23,0.52,3922.58,3494.67
L0683,2021-05-06,B0683,OH,28598,11.5,60,Current,F,small business,63885,MORTGAGE,0.14,0.7,4701.45,0.0
L0684,2023-03-23,B0684,FL,12563,20.9,60,Fully Paid,D,other,74369,OWN,0.15,0.75,15188.67,0.0
L0685,2022-06-21,B0685,NC,9234,14.2,36,Late (31-120 days),A,small business,131132,RENT,0.33,0.63,0.0,0.0
L0686,2021-05-25,B0686,GA,26519,19.6,36,Current,A,home improvement,125402,RENT,0.12,0.7,11613.67,0.0
L0687,2021-01-25,B0687,CA,27966,8.0,60,Current,C,debt consolidation,60676,MORTGAGE,0.11,0.57,12642.02,0.0
L0688,2021-03-08,B0688,TX,17173,22.1,36,Fully Paid,C,other,94093,RENT,0.39,0.64,20968.23,0.0
L0689,2021-08-21,B0689,TX,27987,19.2,60,Fully Paid,A,small business,77764,OWN,0.24,0.78,33360.5,0.0
L0690,2021-04-19,B0690,GA,14178,23.1,60,Current,A,home improvement,80799,RENT,0.15,0.64,1947.61,0.0
L0691,2021-04-21,B0691,CA,25596,7.6,36,Fully Paid,C,other,109414,OWN,0.2,0.9,27541.3,0.0
L0692,2021-08-16,B0692,FL,34174,16.9,36,Fully Paid,D,credit card,135296,OWN,0.36,0.78,39949.41,0.0
L0693,2021-04-21,B0693,MI,5431,17.0,60,Current,G,home improvement,123095,RENT,0.21,0.7,590.38,0.0
L0694,2021-02-03,B0694,IL,28764,12.1,60,Fully Paid,D,other,142082,OWN,0.3,0.52,32244.44,0.0
L0695,2022-09-15,B0695,NC,22627,14.2,60,Fully Paid,E,home improvement,102307,OWN,0.15,0.72,25840.03,0.0
L0696,2023-01-18,B0696,OH,9906,5.8,60,Fully Paid,C,debt consolidation,112062,OWN,0.34,0.84,10480.55,0.0
L0697,2022-08-18,B0697,GA,37914,19.9,36,Fully Paid,G,debt consolidation,125432,OWN,0.23,0.62,45458.89,0.0
L0698,2022-03-01,B0698,NC,14076,16.0,60,Current,D,debt consolidation,61923,MORTGAGE,0.35,0.86,6883.48,0.0
L0699,2022-09-05,B0699,OH,38650,6.2,60,Fully Paid,E,credit card,147449,RENT,0.42,0.61,41046.3,0.0
L0700,2022-11-23,B0700,IL,7012,18.6,60,Fully Paid,F,debt consolidation,131739,MORTGAGE,0.34,0.87,8316.23,0.0
L0701,2021-11-11,B0701,IL,8151,14.3,36,Current,F,credit card,134926,OWN,0.22,0.54,3592.52,0.0
L0702,2023-05-27,B0702,MI,29211,5.7,36,Late (31-120 days),B,debt consolidation,108388,RENT,0.2,0.89,0.0,0.0
L0703,2022-10-24,B0703,PA,28117,24.4,60,Current,A,home improvement,77574,OWN,0.23,0.72,12707.65,0.0
L0704,2021-10-04,B0704,IL,37378,24.0,36,Fully Paid,A,other,73391,RENT,0.17,0.63,46348.72,0.0
L0705,2022-09-16,B0705,NC,7894,15.3,36,Fully Paid,A,other,83664,MORTGAGE,0.17,0.62,9101.78,0.0
L0706,2022-05-31,B0706,NY,14467,6.9,36,Charged Off,A,debt consolidation,97384,RENT,0.42,0.69,5293.66,1335.02
L0707,2023-04-23,B0707,NY,32010,20.1,60,Fully Paid,A,other,61027,OWN,0.25,0.95,38444.01,0.0
L0708,2021-12-16,B0708,OH,13289,14.8,60,Current,B,debt consolidation,65464,RENT,0.27,0.6,3903.76,0.0
L0709,2023-04-03,B0709,OH,24171,11.0,36,Fully Paid,C,debt consolidation,64485,RENT,0.34,0.55,26829.81,0.0
L0710,2023-01-29,B0710,PA,35905,14.8,60,Fully Paid,D,small business,49456,MORTGAGE,0.34,0.76,41218.94,0.0
L0711,2023-06-18,B0711,NY,21829,15.4,60,Current,A,small business,104795,OWN,0.13,0.72,7441.09,0.0
L0712,2021-08-31,B0712,OH,35054,16.3,36,Current,D,small business,65554,RENT,0.43,0.74,10355.42,0.0
L0713,2022-06-27,B0713,IL,30734,13.8,36,Current,D,credit card,76922,MORTGAGE,0.17,0.8,2244.9,0.0
L0714,2023-11-30,B0714,OH,8052,17.1,60,Fully Paid,C,small business,43409,RENT,0.39,0.62,9428.89,0.0
L0715,2021-08-17,B0715,TX,4654,23.4,36,Fully Paid,F,debt consolidation,99327,OWN,0.41,0.91,5743.04,0.0
L0716,2022-07-02,B0716,PA,24486,12.2,60,Current,A,home improvement,121400,RENT,0.39,0.7,9438.77,0.0
L0717,2023-07-09,B0717,GA,19743,19.5,60,Current,A,small business,66639,RENT,0.33,0.56,5476.7,0.0
L0718,2021-01-06,B0718,CA,25489,22.9,36,Fully Paid,B,small business,130110,RENT,0.11,0.83,31325.98,0.0
L0719,2022-04-13,B0719,FL,9636,14.1,60,Fully Paid,A,home improvement,93627,RENT,0.24,0.79,10994.68,0.0
L0720,2021-03-16,B0720,CA,7441,13.9,60,Fully Paid,C,debt consolidation,113424,OWN,0.34,0.64,8475.3,0.0
L0721,2021-01-04,B0721,CA,25611,17.0,36,In Grace Period,B,credit card,49692,MORTGAGE,0.25,0.78,0.0,0.0
L0722,2022-10-08,B0722,MI,13149,16.8,36,Current,B,small business,119037,MORTGAGE,0.45,0.6,4489.98,0.0
L0723,2021-04-28,B0723,GA,35566,21.1,36,Charged Off,A,home improvement,108840,RENT,0.22,0.7,8919.67,8978.74
L0724,2023-05-31,B0724,OH,22675,14.5,60,Fully Paid,B,debt consolidation,84200,OWN,0.22,0.9,25962.88,0.0
L0725,2022-05-19,B0725,MI,6495,24.9,36,Late (31-120 days),C,other,123063,OWN,0.21,0.56,0.0,0.0
L0726,2023-08-05,B0726,CA,14673,6.2,36,Fully Paid,C,credit card,87415,OWN,0.23,0.67,15582.73,0.0
L0727,2022-07-28,B0727,TX,12130,5.1,36,Fully Paid,A,home improvement,48074,OWN,0.32,0.87,12748.63,0.0
L0728,2021-07-13,B0728,FL,23668,17.8,36,Current,A,home improvement,45549,OWN,0.38,0.94,6421.49,0.0
L0729,2023-04-27,B0729,CA,16222,11.0,60,Fully Paid,A,home improvement,59963,OWN,0.37,0.7,18006.42,0.0
L0730,2022-12-16,B0730,NY,24669,9.8,60,Fully Paid,A,small business,121456,RENT,0.42,0.73,27086.56,0.0
L0731,2023-11-16,B0731,GA,35068,11.2,36,Fully Paid,E,other,126362,MORTGAGE,0.45,0.76,38995.62,0.0
L0732,2021-06-22,B0732,GA,24253,10.1,60,Fully Paid,A,credit card,131607,MORTGAGE,0.43,0.92,26702.55,0.0
L0733,2021-11-22,B0733,GA,10435,5.6,36,Current,D,debt consolidation,82265,RENT,0.11,0.89,1328.43,0.0
L0734,2023-04-16,B0734,PA,29552,24.4,36,Current,E,debt consolidation,46061,MORTGAGE,0.39,0.58,5184.05,0.0
L0735,2022-12-25,B0735,PA,38384,9.4,60,Current,A,other,88226,OWN,0.18,0.7,4663.03,0.0
L0736,2021-08-13,B0736,IL,17393,19.7,60,Current,B,home improvement,58810,OWN,0.15,0.71,2401.1,0.0
L0737,2022-06-16,B0737,NC,11617,20.3,36,Current,G,home improvement,90006,MORTGAGE,0.36,0.86,5667.24,0.0
L0738,2021-04-23,B0738,FL,39520,23.6,36,Fully Paid,E,home improvement,143502,OWN,0.23,0.77,48846.72,0.0
L0739,2021-05-20,B0739,MI,10852,5.6,60,Fully Paid,C,home improvement,52800,OWN,0.12,0.79,11459.71,0.0
L0740,2022-07-13,B0740,OH,32401,22.4,36,Late (31-120 days),D,home improvement,146192,MORTGAGE,0.16,0.95,0.0,0.0
L0741,2021-01-01,B0741,CA,7295,15.5,60,Fully Paid,E,other,138959,RENT,0.1,0.53,8425.72,0.0
L0742,2021-03-31,B0742,NC,36993,17.7,36,Current,B,small business,137228,MORTGAGE,0.46,0.6,4398.51,0.0
L0743,2022-10-16,B0743,OH,35084,17.9,36,Fully Paid,F,credit card,105476,MORTGAGE,0.11,0.68,41364.04,0.0
L0744,2021-11-16,B0744,MI,37451,21.4,60,Current,C,home improvement,99460,MORTGAGE,0.18,0.66,6410.55,0.0
L0745,2021-05-19,B0745,NC,8227,11.7,60,Current,C,small business,87767,MORTGAGE,0.27,0.51,2597.8,0.0
L0746,2023-04-25,B0746,OH,32910,19.7,60,Fully Paid,G,debt consolidation,58054,RENT,0.24,0.54,39393.27,0.0
L0747,2021-09-16,B0747,TX,37041,15.6,60,Fully Paid,E,other,105319,RENT,0.46,0.81,42819.4,0.0
L0748,2023-06-21,B0748,PA,24384,20.9,60,Current,B,small business,132789,OWN,0.12,0.9,7914.57,0.0
L0749,2022-11-21,B0749,MI,1145,24.8,60,Fully Paid,A,home improvement,75397,OWN,0.3,0.73,1428.96,0.0
L0750,2021-01-10,B0750,FL,38778,9.0,60,Fully Paid,C,home improvement,43233,MORTGAGE,0.37,0.74,42268.02,0.0
L0751,2021-09-18,B0751,NY,17035,24.9,36,Current,D,home improvement,141205,OWN,0.47,0.61,2032.08,0.0
L0752,2021-06-21,B0752,TX,4040,6.8,36,Fully Paid,D,small business,120020,RENT,0.35,0.85,4314.72,0.0
L0753,2023-06-17,B0753,PA,27160,5.0,36,Charged Off,G,home improvement,55068,OWN,0.42,0.84,9183.21,3538.73
L0754,2021-01-13,B0754,GA,18633,5.9,60,Fully Paid,E,small business,95727,OWN,0.13,0.76,19732.35,0.0
L0755,2021-11-17,B0755,PA,30344,11.8,60,Fully Paid,B,home improvement,120610,OWN,0.25,0.6,33924.59,0.0
L0756,2021-11-25,B0756,NC,18014,17.7,60,Current,A,debt consolidation,100453,MORTGAGE,0.25,0.54,7265.79,0.0
L0757,2023-02-24,B0757,IL,15996,6.4,36,Fully Paid,C,debt consolidation,134135,OWN,0.45,0.53,17019.74,0.0
L0758,2023-02-16,B0758,TX,12695,5.1,60,Fully Paid,D,credit card,55832,RENT,0.16,0.77,13342.44,0.0
L0759,2023-06-30,B0759,GA,3852,23.7,60,Fully Paid,C,home improvement,138464,RENT,0.16,0.87,4764.92,0.0
L0760,2021-11-14,B0760,NC,17014,21.4,36,Fully Paid,C,home improvement,116242,RENT,0.23,0.89,20655.0,0.0
L0761,2021-08-24,B0761,MI,28042,21.2,60,Fully Paid,C,small business,43682,RENT,0.12,0.71,33986.9,0.0
L0762,2021-11-30,B0762,FL,34755,22.7,36,Fully Paid,B,small business,122298,OWN,0.17,0.85,42644.38,0.0
L0763,2022-01-11,B0763,PA,24711,19.0,36,Fully Paid,B,home improvement,53383,MORTGAGE,0.49,0.93,29406.09,0.0
L0764,2022-08-11,B0764,MI,27122,7.1,60,Fully Paid,C,credit card,88160,RENT,0.27,0.62,29047.66,0.0
L0765,2022-05-28,B0765,GA,10160,13.0,60,Current,A,home improvement,123332,RENT,0.35,0.68,1593.02,0.0
L0766,2023-07-07,B0766,NC,28213,19.5,60,Current,B,small business,53666,MORTGAGE,0.39,0.92,5075.51,0.0
L0767,2023-05-23,B0767,IL,8421,10.6,36,Fully Paid,B,home improvement,88817,MORTGAGE,0.25,0.65,9313.63,0.0
L0768,2021-09-27,B0768,PA,22400,18.7,36,Current,C,small business,121198,RENT,0.16,0.91,10574.92,0.0
L0769,2023-03-09,B0769,FL,34537,5.5,36,Current,A,home improvement,140695,RENT,0.18,0.94,14559.15,0.0
L0770,2022-12-26,B0770,IL,18727,11.1,60,Current,E,other,64642,MORTGAGE,0.23,0.8,6816.79,0.0
L0771,2021-01-05,B0771,OH,5358,16.0,60,Current,C,small business,71830,RENT,0.35,0.87,466.17,0.0
L0772,2023-05-01,B0772,NC,29482,17.6,60,Fully Paid,D,credit card,133067,RENT,0.26,0.84,34670.83,0.0
L0773,2021-03-19,B0773,MI,33117,16.5,60,Charged Off,D,other,40234,OWN,0.1,0.81,7467.2,5237.48
L0774,2022-07-28,B0774,PA,24164,19.0,36,Fully Paid,B,home improvement,87616,MORTGAGE,0.31,0.64,28755.16,0.0
L0775,2021-05-12,B0775,PA,32910,5.1,36,Fully Paid,C,small business,39221,OWN,0.47,0.53,34588.41,0.0
L0776,2022-08-24,B0776,GA,33496,7.0,36,Current,F,other,41410,OWN,0.42,0.65,10105.27,0.0
L0777,2023-12-02,B0777,FL,30371,22.4,36,Fully Paid,D,credit card,110055,MORTGAGE,0.43,0.8,37174.1,0.0
L0778,2021-03-30,B0778,NY,39467,18.6,60,Fully Paid,G,small business,91413,OWN,0.42,0.55,46807.86,0.0
L0779,2022-02-06,B0779,OH,18625,7.3,60,Current,D,other,31051,RENT,0.23,0.51,2501.99,0.0
L0780,2021-10-23,B0780,IL,34893,21.8,60,Current,A,other,140529,OWN,0.41,0.56,8782.64,0.0
L0781,2022-09-08,B0781,TX,11793,9.8,36,Current,A,other,105301,MORTGAGE,0.16,0.82,3779.2,0.0
L0782,2023-03-11,B0782,TX,32007,14.6,36,Current,C,debt consolidation,106918,RENT,0.36,0.94,6315.61,0.0
L0783,2022-02-26,B0783,PA,26766,7.9,60,Fully Paid,B,home improvement,108116,RENT,0.36,0.94,28880.51,0.0
L0784,2023-11-13,B0784,GA,13323,19.2,60,Fully Paid,B,small business,86563,RENT,0.11,0.72,15881.02,0.0
L0785,2022-07-29,B0785,CA,8843,18.3,36,Current,E,small business,127859,RENT,0.42,0.89,3549.8,0.0
L0786,2021-05-23,B0786,PA,15210,9.2,60,Fully Paid,B,small business,74757,OWN,0.46,0.83,16609.32,0.0
L0787,2023-09-20,B0787,TX,17456,22.3,36,Current,B,other,107475,OWN,0.21,0.73,7474.7,0.0
L0788,2022-10-27,B0788,TX,32367,13.0,36,Fully Paid,E,home improvement,81257,RENT,0.42,0.76,36574.71,0.0
L0789,2021-05-25,B0789,OH,11106,10.9,36,Fully Paid,E,credit card,125500,MORTGAGE,0.13,0.56,12316.55,0.0
L0790,2023-10-04,B0790,MI,38957,8.0,60,Fully Paid,B,small business,30307,RENT,0.34,0.92,42073.56,0.0
L0791,2022-05-18,B0791,CA,3472,10.3,60,Current,E,home improvement,86889,OWN,0.29,0.66,679.21,0.0
L0792,2023-04-01,B0792,PA,7704,5.4,36,Fully Paid,E,home improvement,98895,RENT,0.32,0.7,8120.02,0.0
L0793,2021-04-14,B0793,OH,4713,16.7,60,Fully Paid,B,debt consolidation,125184,OWN,0.47,0.8,5500.07,0.0
L0794,2023-11-29,B0794,GA,6051,21.8,36,Fully Paid,A,small business,65944,RENT,0.45,0.65,7370.12,0.0
L0795,2021-07-17,B0795,OH,11756,16.0,36,Fully Paid,A,other,129555,MORTGAGE,0.41,0.61,13636.96,0.0
L0796,2022-08-02,B0796,PA,3475,9.4,36,Fully Paid,C,home improvement,68134,RENT,0.21,0.78,3801.65,0.0
L0797,2022-01-26,B0797,NC,37378,5.7,36,Fully Paid,B,home improvement,57323,MORTGAGE,0.46,0.51,39508.55,0.0
L0798,2022-07-08,B0798,NY,5255,9.3,60,Fully Paid,G,credit card,146205,MORTGAGE,0.14,0.82,5743.72,0.0
L0799,2023-11-05,B0799,PA,15484,13.3,36,Fully Paid,D,debt consolidation,101762,RENT,0.44,0.73,17543.37,0.0
L0800,2022-04-23,B0800,FL,35503,20.2,36,Fully Paid,D,home improvement,117225,MORTGAGE,0.23,0.77,42674.61,0.0
L0801,2023-07-12,B0801,TX,9258,8.8,60,Current,F,home improvement,126507,MORTGAGE,0.12,0.78,3956.83,0.0
L0802,2022-02-24,B0802,CA,36196,19.4,36,Charged Off,F,other,55954,OWN,0.37,0.74,4744.32,13544.73
L0803,2021-06-06,B0803,CA,9533,22.3,36,Fully Paid,B,other,85021,OWN,0.19,0.76,11658.86,0.0
L0804,2022-07-04,B0804,MI,33581,14.1,60,Fully Paid,A,credit card,119959,MORTGAGE,0.2,0.81,38315.92,0.0
L0805,2023-10-18,B0805,NY,6249,21.4,60,Fully Paid,D,credit card,125927,RENT,0.22,0.84,7586.29,0.0
L0806,2023-09-24,B0806,FL,20201,16.1,60,Current,B,credit card,109866,MORTGAGE,0.13,0.83,8625.38,0.0
L0807,2023-08-09,B0807,TX,10686,17.7,36,Fully Paid,C,other,100427,RENT,0.17,0.89,12577.42,0.0
L0808,2021-10-16,B0808,CA,33007,15.5,60,Fully Paid,D,other,34992,OWN,0.1,0.59,38123.08,0.0
L0809,2021-07-15,B0809,FL,1661,14.3,60,Current,F,debt consolidation,31961,RENT,0.28,0.68,197.22,0.0
L0810,2022-08-21,B0810,OH,31137,9.7,36,Fully Paid,B,small business,42497,MORTGAGE,0.13,0.93,34157.29,0.0
L0811,2022-06-01,B0811,MI,11526,11.1,36,Current,E,small business,147551,MORTGAGE,0.37,0.68,1006.42,0.0
L0812,2023-05-15,B0812,PA,4374,10.8,36,Fully Paid,B,debt consolidation,62551,MORTGAGE,0.19,0.56,4846.39,0.0
L0813,2023-03-17,B0813,PA,26592,16.3,36,Current,D,small business,106384,MORTGAGE,0.48,0.74,9009.34,0.0
L0814,2023-03-26,B0814,NC,29982,7.4,36,Fully Paid,A,other,85755,MORTGAGE,0.45,0.55,32200.67,0.0
L0815,2021-08-16,B0815,TX,1207,23.3,60,Charged Off,E,small business,43255,RENT,0.22,0.59,291.59,508.63
L0816,2021-08-04,B0816,FL,36433,19.4,60,Current,A,other,34567,MORTGAGE,0.41,0.95,16706.38,0.0
L0817,2023-08-06,B0817,IL,24197,13.0,60,Fully Paid,D,debt consolidation,78847,OWN,0.42,0.74,27342.61,0.0
L0818,2021-01-15,B0818,CA,34400,8.2,36,Fully Paid,A,credit card,134817,MORTGAGE,0.49,0.63,37220.8,0.0
L0819,2021-02-16,B0819,GA,4083,22.6,36,Fully Paid,B,debt consolidation,78003,RENT,0.34,0.95,5005.76,0.0
L0820,2021-11-20,B0820,GA,30328,21.5,36,Current,C,small business,50389,MORTGAGE,0.13,0.93,6473.06,0.0
L0821,2023-04-24,B0821,PA,21103,19.4,60,Current,B,other,74523,MORTGAGE,0.36,0.7,3782.05,0.0
L0822,2021-05-10,B0822,IL,11754,10.4,60,Fully Paid,A,small business,91576,RENT,0.35,0.62,12976.42,0.0
L0823,2021-04-05,B0823,GA,35447,13.0,36,Charged Off,B,small business,73919,MORTGAGE,0.36,0.88,8869.57,8023.15
L0824,2022-09-19,B0824,NY,16901,7.1,60,Fully Paid,D,credit card,112103,RENT,0.22,0.82,18100.97,0.0
L0825,2023-01-25,B0825,NY,34004,8.8,36,Fully Paid,D,small business,33358,MORTGAGE,0.44,0.81,36996.35,0.0
L0826,2023-03-05,B0826,TX,8446,20.7,60,Charged Off,A,credit card,118535,OWN,0.48,0.9,1999.88,1314.2
L0827,2021-03-10,B0827,IL,38211,19.3,60,Current,D,other,137894,MORTGAGE,0.19,0.81,7832.97,0.0
L0828,2021-01-11,B0828,NY,30301,16.9,60,Fully Paid,A,other,106524,RENT,0.14,0.63,35421.87,0.0
L0829,2023-05-22,B0829,NY,27116,22.9,36,Current,C,credit card,135982,OWN,0.18,0.81,9820.97,0.0
L0830,2022-07-04,B0830,PA,19752,16.7,60,Late (31-120 days),B,debt consolidation,127057,RENT,0.43,0.64,0.0,0.0
L0831,2022-12-13,B0831,GA,33376,14.3,60,Current,C,other,35698,MORTGAGE,0.37,0.84,13076.81,0.0
L0832,2021-01-23,B0832,TX,17669,11.8,36,Current,B,debt consolidation,96809,OWN,0.35,0.78,7665.57,0.0
L0833,2023-03-26,B0833,FL,33916,23.8,60,Current,G,other,123079,RENT,0.26,0.53,16543.73,0.0
L0834,2021-12-12,B0834,OH,14395,6.7,36,Fully Paid,B,other,85805,OWN,0.33,0.73,15359.46,0.0
L0835,2021-10-29,B0835,CA,21421,23.6,36,Current,A,home improvement,61349,OWN,0.22,0.65,3641.47,0.0
L0836,2021-12-29,B0836,CA,27342,21.5,36,Fully Paid,B,small business,106777,RENT,0.29,0.65,33220.53,0.0
L0837,2022-01-31,B0837,MI,5895,7.6,36,Charged Off,F,small business,80248,OWN,0.42,0.77,1855.91,1714.08
L0838,2021-08-06,B0838,OH,12023,16.3,36,Fully Paid,D,debt consolidation,105033,RENT,0.49,0.65,13982.75,0.0
L0839,2021-05-21,B0839,OH,11699,22.3,60,Current,D,small business,137411,OWN,0.47,0.85,2660.54,0.0
L0840,2023-08-16,B0840,CA,10715,16.4,36,Fully Paid,F,debt consolidation,128239,OWN,0.47,0.53,12472.26,0.0
L0841,2023-09-12,B0841,CA,20169,23.1,36,Fully Paid,F,other,74041,OWN,0.26,0.8,24828.04,0.0
L0842,2023-09-20,B0842,FL,17163,23.9,36,Fully Paid,D,home improvement,61954,MORTGAGE,0.29,0.86,21264.96,0.0
L0843,2023-04-08,B0843,IL,6782,13.4,36,Late (31-120 days),A,home improvement,38002,MORTGAGE,0.38,0.8,0.0,0.0
L0844,2022-11-14,B0844,IL,23641,12.5,60,Late (31-120 days),E,other,99783,RENT,0.47,0.72,0.0,0.0
L0845,2023-10-01,B0845,FL,19792,23.7,36,Fully Paid,A,credit card,137524,OWN,0.16,0.93,24482.7,0.0
L0846,2021-12-22,B0846,GA,36585,18.5,60,In Grace Period,D,credit card,117234,RENT,0.22,0.63,0.0,0.0
L0847,2023-10-05,B0847,OH,31682,7.3,36,Current,D,small business,49738,MORTGAGE,0.16,0.51,11237.19,0.0
L0848,2023-06-07,B0848,NC,19880,5.8,60,Current,D,debt consolidation,40703,MORTGAGE,0.34,0.69,5252.13,0.0
L0849,2021-05-07,B0849,OH,39067,16.3,36,Fully Paid,C,home improvement,143776,MORTGAGE,0.22,0.51,45434.92,0.0
L0850,2023-10-06,B0850,MI,19073,23.6,36,Charged Off,D,small business,79422,MORTGAGE,0.23,0.93,7593.57,6148.31
L0851,2022-08-27,B0851,CA,37035,21.9,60,Current,F,other,113106,RENT,0.13,0.59,13999.45,0.0
L0852,2023-10-11,B0852,OH,38174,18.5,36,Charged Off,A,home improvement,91899,OWN,0.24,0.86,14725.52,11118.32
L0853,2021-02-20,B0853,CA,25837,7.8,60,Current,B,debt consolidation,42392,RENT,0.44,0.85,10999.75,0.0
L0854,2023-11-19,B0854,OH,18826,10.1,36,Current,C,debt consolidation,74724,OWN,0.19,0.6,8590.41,0.0
L0855,2023-02-18,B0855,MI,25981,22.5,60,Current,G,credit card,62299,MORTGAGE,0.38,0.78,10820.79,0.0
L0856,2023-03-25,B0856,GA,11382,8.7,36,Fully Paid,A,small business,45641,OWN,0.35,0.52,12372.23,0.0
L0857,2022-02-24,B0857,NC,5437,10.6,36,Fully Paid,A,other,109534,MORTGAGE,0.45,0.72,6013.32,0.0
L0858,2023-09-10,B0858,NY,6435,7.6,60,Fully Paid,A,home improvement,36305,RENT,0.15,0.51,6924.06,0.0
L0859,2023-04-05,B0859,FL,25819,18.5,36,Fully Paid,A,debt consolidation,128262,OWN,0.49,0.91,30595.52,0.0
L0860,2023-10-22,B0860,FL,37875,23.9,36,Current,F,home improvement,48782,RENT,0.33,0.94,9719.54,0.0
L0861,2022-07-21,B0861,NC,32982,10.4,36,Current,D,other,108257,MORTGAGE,0.5,0.6,5386.12,0.0
L0862,2022-01-06,B0862,OH,34328,14.5,36,Charged Off,D,home improvement,135299,RENT,0.46,0.59,7246.51,14471.77
L0863,2023-07-25,B0863,NY,13329,17.7,36,Fully Paid,C,small business,107963,MORTGAGE,0.19,0.84,15688.23,0.0
L0864,2022-10-23,B0864,MI,26169,25.0,36,Fully Paid,E,credit card,142086,MORTGAGE,0.12,0.61,32711.25,0.0
